id,title,authors,type,location,date,link,axis
T054,ESTUDO DA INFLUÊNCIA DA CONCENTRAÇÃO DE ÍONS NAS PROPRIEDADES TERMODINÂMICAS E DE TRANSPORTE DE SOLUÇÕES AQUOSAS DE CLORETO DE CÁLCIO,"Soares C R, Barreto A G, Loureiro, J B R, Tavares F W", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T067,INVESTIGAÇÃO PREDITIVA DA FORMAÇÃO DE HIDRATO EM LINHA DE GÁS,"Jamille A. Fentanes, Thiago S. C. Santos, Rodrigo L. Meira, Glória M. N. Costa", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T072,PONTO DE FULGOR DE MISTURAS BINÁRIAS DE ÉSTERES ETÍLICOS COM DODECANO,"Débora C. do Nascimento, Danilo Cesar Conti, Rafael M. Dias, Antonio Marinho, Mariana C. da Costa", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T074,MODEL FOR DIFFUSIVITY AND VISCOSITY IN SIMPLE ORGANIC LIQUIDS BASED ON LATTICE-HOLE FRAMEWORK AND MOLECULAR DESCRIPTORS,"Rafael C. Santos, Ana P. Silva, Frederico W. Tavares, Amaro G. Barreto Jr., Nei Pereira Jr.", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T075,HYSTERESIS ANALYSIS IN MESOPOROUS SOLIDS ADSORPTION CURVES: A COMPARISON BETWEEN THE NLDFT AND QSDFT TECHNIQUES IN THE PRODUCTION OF ADSORPTION ISOTHERMS DATA,"Vítor de Morais Sermoud, Gabriel Duarte Barbosa, Amaro Gomes Barreto Jr., Frederico Wanderley Tavares", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T086,ESTUDO DE PROPRIEDADES INTERFACIAIS DE SISTEMAS ÁGUA/N-ALCANO/TENSOATIVOS VIA SIMULAÇÃO MOLECULAR,"Thiago J. P. dos Santos1,  Gabriel D. Barbosa, Charlles R. A. Abreu, Frederico W. Tavares", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T090,ABSORÇÃO DOS GASES ÁCIDOS CO2 E H2S DE UMA CORRENTE DE GÁS NATURAL,"Ailton Freitas Balieiro Ferreira, Nelson de Souza Amorim", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T102,USO DE REDES NEURAIS ARTIFICIAIS NA PREDIÇÃO DE DADOS DE EQUÍLIBRIO LÍQUIDO-VAPOR DE COMPOSTOS GRAXOS,"Edivaldo Bernardino de Melo, Lilian Bozzi Barbeiro, Tiago Dias Martins, Rafael Mauricio Matricarde Falleiro", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T110,"PROPRIEDADES VOLUMÉTRICAS DE TRANSPORTE E DERIVADAS DE MISTURAS DE IGEPAL (CO-720, CA-720) E TOLUENO","Camila Leite Paiva, Regiane Silva Pinheiro, Filipe Xavier Feitosa, Hosiberto Batista de Sant'Ana", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T114,DETERMINAÇAO DE DADOS DE PRESSÃO DE VAPOR DE COMPOSTOS GRAXOS INSATURADOS A PARTIR DO APERFEIÇOAMENTO DA TÉCNICA DE CALORIMETRIA EXPLORATÓRIA DIFERENCIAL,"Lilian Bozzi Barbeiro, Rafael Maurício Matricarde Falleiro, Antonio Jose de Almeida Meirelles", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T115,AVALIAÇÃO DO MODELO ELECTROLYTE NRTL EM CÁLCULOS DE EQUILÍBRIO DE SISTEMAS COMPOSTOS POR HIDRATOS,"Leonardo T. Galdino, Iuri S. V. Segtovich, Amaro G. Barreto Jr., Frederico W. Tavares", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T118,EXPERIMENTAL AND MODELLING THERMODYNAMIC STUDY OF MIXTURES CONTAINING CARBON DIOXIDE + METHANE + N-ALKANES,"Cliff Iuri de Souza Gonçalves, Gabriel Moraes Silva, Alexandre Jaime Mello Vieira, Papa Matar Ndiaye, Frederico Wanderley Tavares", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T119,INVERSÃO BAROTRÓPICA EM SISTEMAS DIÓXIDO DE CARBONO E N-PARAFINA: ESTUDO EXPERIMENTAL E MODELAGEM TERMODINÂMICA,"Arthur J. O. Braga, Papa M. Ndiaye, Frederico W Tavares", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T122,WATER CONTENT IN CO2-CH4 MIXTURES AT HIGH PRESSURE: EXPERIMENTAL DATA AND MODELING,"Thales C. S. Barbalho, Papa Matar Ndiaye, Frederico Wanderley Tavares", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T123,PARAMETRIC ANALYSIS OF TWO-DIMENSIONAL EQUATION OF STATE USED TO PREDICT HIGH PRESSURE CO2 ADSORPTION ON FAUJASITE ZEOLITE,"Fernanda Pinzan, Mateus U. C. Braga, Esdras P. de Carvalho, Leonardo H. de Oliveira, Jailton F. do Nascimento, Pedro A. Arroyo", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T126,ESTUDO DA VISCOSIDADE DE ÉSTERES DE CADEIA LONGA CONSTITUINTES DE BIODIESEIS COM A EQUAÇÃO DE ESTADO CÚBICA DE PENG-ROBINSON,"Juliana Silva Varandas, Arthur Benigno Weidmann, José da Paixão Lopes dos Santos", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T127,ESTUDO DO COMPORTAMENTO DA VISCOSIDADE DE BIODIESEIS A PARTIR DA TEORIA DE EYRING E DE OUTROS MODELOS ACOPLADOS A EQUAÇÕES DE ESTADO CÚBICAS,"Arthur B. Weidmann, Juliana S. Varandas, José da Paixão L. Santos", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T128,ABORDAGEM UNIFICADA PARA APLICAÇÃO DA TEORIA DE GRUPOS DE RENORMALIZAÇÃO EM EQUAÇÕES DE ESTADO,"Gabriel Moraes Silva, Charlles Rubber de Almeida Abreu, Frederico Wanderley Tavares", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T133,DEVELOPMENT OF AN EFFICIENT ROUTINE FOR DEW POINT AND LIQUID DROPOUT PREDICTIONS FOR NATURAL GAS MIXTURES UNDER RESERVOIR CONDITIONS,"V. H. B. Simões, A. F. Young, V. R. R. Ahón, F. L. P. Pellegrini", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T138,ESTUDO DA DISSOCIAÇÃO DE METANO EM CATALISADORES DE FE/ZSM-5 POR DFT,"Felipe G. Denardin, Andre R. Muniz, Oscar W. Perez-Lopez", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
T146,MODELAGEM PVT APLICADA ÀS INCLUSÕES FLUIDAS DE PETRÓLEO,"Túlio A. Freire, Frederico W. Tavares, Marcelo Castier", Sessão Pôster A,,Segunda-feira 04/11,,"Petróleo, gás e combustíveis; Processos de separação"
